id,Date,Max Temperature,Min Temperature,lon,lat,,
348,313977600,30.852,18.929,32.077942,15.2491215,2.71255E+13,
349,314064000,27.935,15.703,32.077942,15.2491215,2.71329E+13,
350,314150400,27.58,13.474,32.077942,15.2491215,2.71404E+13,
351,314236800,28.866,12.476,32.077942,15.2491215,2.71479E+13,
352,314323200,29.803,14.422,32.077942,15.2491215,2.71553E+13,
353,314409600,29.098,14.284,32.077942,15.2491215,2.71628E+13,
354,314496000,28.228,14.111,32.077942,15.2491215,2.71702E+13,
355,314582400,29.6,13.029,32.077942,15.2491215,2.71777E+13,
356,314668800,30.468,14.047,32.077942,15.2491215,2.71852E+13,
357,314755200,31.179,14.974,32.077942,15.2491215,2.71926E+13,
358,314841600,31.862,15.708,32.077942,15.2491215,2.72001E+13,
359,314928000,31.696,16.214,32.077942,15.2491215,2.72076E+13,
360,315014400,30.977,15.561,32.077942,15.2491215,2.7215E+13,
361,315100800,30.322,15.779,32.077942,15.2491215,2.72225E+13,
362,315187200,30.828,14.631,32.077942,15.2491215,2.723E+13,
363,315273600,31.496,15.163,32.077942,15.2491215,2.72374E+13,
364,315360000,29.292,15.236,32.077942,15.2491215,2.72449E+13,
365,315446400,29.585,15.563,32.077942,15.2491215,2.72524E+13,
366,315532800,29.584,14.499,32.077942,15.2491215,2.72598E+13,
367,315619200,29.486,14.036,32.077942,15.2491215,2.72673E+13,
368,315705600,31.078,15.082,32.077942,15.2491215,2.72748E+13,
369,315792000,32.149,15.999,32.077942,15.2491215,2.72822E+13,
370,315878400,31.103,17.261,32.077942,15.2491215,2.72897E+13,
371,315964800,27.939,15.898,32.077942,15.2491215,2.72971E+13,
372,316051200,28.774,13.889,32.077942,15.2491215,2.73046E+13,
373,316137600,28.422,12.291,32.077942,15.2491215,2.73121E+13,
374,316224000,28.435,12.502,32.077942,15.2491215,2.73195E+13,
375,316310400,28.356,13.002,32.077942,15.2491215,2.7327E+13,
376,316396800,30.477,12.757,32.077942,15.2491215,2.73345E+13,
377,316483200,31.473,14.173,32.077942,15.2491215,2.73419E+13,
378,316569600,32.272,15.576,32.077942,15.2491215,2.73494E+13,
379,316656000,31.582,17.644,32.077942,15.2491215,2.73569E+13,
380,316742400,31.236,17.038,32.077942,15.2491215,2.73643E+13,
381,316828800,32.284,16.308,32.077942,15.2491215,2.73718E+13,
382,316915200,32.669,15.497,32.077942,15.2491215,2.73793E+13,
383,317001600,33.156,16.353,32.077942,15.2491215,2.73867E+13,
384,317088000,33.503,17.642,32.077942,15.2491215,2.73942E+13,
385,317174400,34.263,18.1,32.077942,15.2491215,2.74017E+13,
386,317260800,35.166,18.877,32.077942,15.2491215,2.74091E+13,
387,317347200,37.604,19.581,32.077942,15.2491215,2.74166E+13,
388,317433600,32.019,19.658,32.077942,15.2491215,2.74241E+13,
389,317520000,28.859,15.407,32.077942,15.2491215,2.74315E+13,
390,317606400,28.182,14.338,32.077942,15.2491215,2.7439E+13,
391,317692800,27.884,13.15,32.077942,15.2491215,2.74464E+13,
392,317779200,29.193,12.972,32.077942,15.2491215,2.74539E+13,
393,317865600,29.959,13.435,32.077942,15.2491215,2.74614E+13,
394,317952000,30.608,14.508,32.077942,15.2491215,2.74688E+13,
395,318038400,30.813,15.464,32.077942,15.2491215,2.74763E+13,
396,318124800,31.745,16.407,32.077942,15.2491215,2.74838E+13,
397,318211200,33.326,16.85,32.077942,15.2491215,2.74912E+13,
398,318297600,33.693,17.373,32.077942,15.2491215,2.74987E+13,
399,318384000,32.679,17.805,32.077942,15.2491215,2.75062E+13,
400,318470400,31.895,18.535,32.077942,15.2491215,2.75136E+13,
401,318556800,30.696,16.164,32.077942,15.2491215,2.75211E+13,
402,318643200,30.94,16.177,32.077942,15.2491215,2.75286E+13,
403,318729600,31.41,15.977,32.077942,15.2491215,2.7536E+13,
404,318816000,34.544,17.102,32.077942,15.2491215,2.75435E+13,
405,318902400,33.434,18.678,32.077942,15.2491215,2.7551E+13,
406,318988800,31.998,16.248,32.077942,15.2491215,2.75584E+13,
407,319075200,28.85,16.311,32.077942,15.2491215,2.75659E+13,
